# x_c f_c(xc) f_c_ohne(xc)
2.9036 -9.23872e-07 -9.71821e-07
2.904 -9.38773e-07 -9.71915e-07
2.9044 -9.23872e-07 -9.72009e-07
2.9048 -9.38773e-07 -9.72103e-07
2.9052 -9.23872e-07 -9.72197e-07
2.9056 -9.38773e-07 -9.72291e-07
2.906 -9.23872e-07 -9.72384e-07
2.9064 -9.23872e-07 -9.72477e-07
2.9068 -9.23872e-07 -9.7257e-07
2.9072 -9.23872e-07 -9.72663e-07
2.9076 -9.23872e-07 -9.72756e-07
2.908 -9.23872e-07 -9.72849e-07
2.9084 -9.23872e-07 -9.72941e-07
2.9088 -9.23872e-07 -9.73034e-07
2.9092 -9.23872e-07 -9.73126e-07
2.9096 -9.23872e-07 -9.73218e-07
2.91 -9.23872e-07 -9.7331e-07
2.9104 -9.23872e-07 -9.73402e-07
2.9108 -9.23872e-07 -9.73493e-07
2.9112 -9.38773e-07 -9.73585e-07
2.9116 -9.38773e-07 -9.73676e-07
2.912 -9.23872e-07 -9.73767e-07
2.9124 -9.23872e-07 -9.73858e-07
2.9128 -9.23872e-07 -9.73949e-07
2.9132 -9.23872e-07 -9.74039e-07
2.9136 -9.23872e-07 -9.7413e-07
2.914 -9.23872e-07 -9.7422e-07
2.9144 -9.23872e-07 -9.7431e-07
2.9148 -9.38773e-07 -9.744e-07
2.9152 -9.38773e-07 -9.7449e-07
2.9156 -9.23872e-07 -9.7458e-07
2.916 -9.38773e-07 -9.7467e-07
2.9164 -9.38773e-07 -9.74759e-07
2.9168 -9.23872e-07 -9.74848e-07
2.9172 -9.23872e-07 -9.74937e-07
2.9176 -9.38773e-07 -9.75026e-07
2.918 -9.23872e-07 -9.75115e-07
2.9184 -9.23872e-07 -9.75204e-07
2.9188 -9.38773e-07 -9.75292e-07
2.9192 -9.38773e-07 -9.7538e-07
2.9196 -9.38773e-07 -9.75469e-07
2.92 -9.23872e-07 -9.75557e-07
2.9204 -9.23872e-07 -9.75644e-07
2.9208 -9.38773e-07 -9.75732e-07
2.9212 -9.23872e-07 -9.75819e-07
2.9216 -9.23872e-07 -9.75907e-07
2.922 -9.38773e-07 -9.75994e-07
2.9224 -9.23872e-07 -9.76081e-07
2.9228 -9.23872e-07 -9.76168e-07
2.9232 -9.38773e-07 -9.76255e-07
2.9236 -9.23872e-07 -9.76341e-07
2.924 -9.23872e-07 -9.76428e-07
2.9244 -9.23872e-07 -9.76514e-07
2.9248 -9.23872e-07 -9.766e-07
2.9252 -9.38773e-07 -9.76686e-07
2.9256 -9.23872e-07 -9.76772e-07
2.926 -9.38773e-07 -9.76858e-07
2.9264 -9.38773e-07 -9.76943e-07
2.9268 -9.38773e-07 -9.77028e-07
2.9272 -9.23872e-07 -9.77114e-07
2.9276 -9.38773e-07 -9.77199e-07
2.928 -9.38773e-07 -9.77284e-07
2.9284 -9.38773e-07 -9.77368e-07
2.9288 -9.23872e-07 -9.77453e-07
2.9292 -9.23872e-07 -9.77537e-07
2.9296 -9.23872e-07 -9.77621e-07
2.93 -9.38773e-07 -9.77706e-07
2.9304 -9.23872e-07 -9.77789e-07
2.9308 -9.38773e-07 -9.77873e-07
2.9312 -9.38773e-07 -9.77957e-07
2.9316 -9.23872e-07 -9.7804e-07
2.932 -9.38773e-07 -9.78124e-07
2.9324 -9.38773e-07 -9.78207e-07
2.9328 -9.38773e-07 -9.7829e-07
2.9332 -9.38773e-07 -9.78373e-07
2.9336 -9.23872e-07 -9.78455e-07
2.934 -9.38773e-07 -9.78538e-07
2.9344 -9.38773e-07 -9.7862e-07
2.9348 -9.38773e-07 -9.78702e-07
2.9352 -9.23872e-07 -9.78784e-07
2.9356 -9.38773e-07 -9.78866e-07
2.936 -9.38773e-07 -9.78948e-07
2.9364 -9.23872e-07 -9.7903e-07
2.9368 -9.38773e-07 -9.79111e-07
2.9372 -9.38773e-07 -9.79192e-07
2.9376 -9.23872e-07 -9.79273e-07
2.938 -9.38773e-07 -9.79354e-07
2.9384 -9.38773e-07 -9.79435e-07
2.9388 -9.38773e-07 -9.79516e-07
2.9392 -9.38773e-07 -9.79596e-07
2.9396 -9.38773e-07 -9.79677e-07
2.94 -9.23872e-07 -9.79757e-07
2.9404 -9.38773e-07 -9.79837e-07
2.9408 -9.38773e-07 -9.79917e-07
2.9412 -9.38773e-07 -9.79996e-07
2.9416 -9.38773e-07 -9.80076e-07
2.942 -9.38773e-07 -9.80155e-07
2.9424 -9.38773e-07 -9.80234e-07
2.9428 -9.38773e-07 -9.80314e-07
2.9432 -9.38773e-07 -9.80392e-07
2.9436 -9.38773e-07 -9.80471e-07
2.944 -9.23872e-07 -9.8055e-07
2.9444 -9.23872e-07 -9.80628e-07
2.9448 -9.38773e-07 -9.80707e-07
2.9452 -9.23872e-07 -9.80785e-07
2.9456 -9.23872e-07 -9.80863e-07
2.946 -9.38773e-07 -9.8094e-07
2.9464 -9.38773e-07 -9.81018e-07
2.9468 -9.23872e-07 -9.81096e-07
2.9472 -9.38773e-07 -9.81173e-07
2.9476 -9.38773e-07 -9.8125e-07
2.948 -9.38773e-07 -9.81327e-07
2.9484 -9.38773e-07 -9.81404e-07
2.9488 -9.38773e-07 -9.81481e-07
2.9492 -9.23872e-07 -9.81557e-07
2.9496 -9.23872e-07 -9.81634e-07
2.95 -9.38773e-07 -9.8171e-07
2.9504 -9.38773e-07 -9.81786e-07
2.9508 -9.38773e-07 -9.81862e-07
2.9512 -9.38773e-07 -9.81938e-07
2.9516 -9.23872e-07 -9.82013e-07
2.952 -9.23872e-07 -9.82089e-07
2.9524 -9.38773e-07 -9.82164e-07
2.9528 -9.38773e-07 -9.82239e-07
2.9532 -9.38773e-07 -9.82314e-07
2.9536 -9.38773e-07 -9.82389e-07
2.954 -9.38773e-07 -9.82464e-07
2.9544 -9.23872e-07 -9.82538e-07
2.9548 -9.38773e-07 -9.82613e-07
2.9552 -9.38773e-07 -9.82687e-07
2.9556 -9.38773e-07 -9.82761e-07
2.956 -9.38773e-07 -9.82835e-07
2.9564 -9.38773e-07 -9.82908e-07
2.9568 -9.23872e-07 -9.82982e-07
2.9572 -9.38773e-07 -9.83055e-07
2.9576 -9.38773e-07 -9.83129e-07
2.958 -9.38773e-07 -9.83202e-07
2.9584 -9.38773e-07 -9.83275e-07
2.9588 -9.38773e-07 -9.83347e-07
2.9592 -9.38773e-07 -9.8342e-07
2.9596 -9.38773e-07 -9.83493e-07
2.96 -9.38773e-07 -9.83565e-07
2.9604 -9.38773e-07 -9.83637e-07
2.9608 -9.38773e-07 -9.83709e-07
2.9612 -9.38773e-07 -9.83781e-07
2.9616 -9.38773e-07 -9.83853e-07
2.962 -9.38773e-07 -9.83924e-07
2.9624 -9.38773e-07 -9.83996e-07
2.9628 -9.38773e-07 -9.84067e-07
2.9632 -9.38773e-07 -9.84138e-07
2.9636 -9.38773e-07 -9.84209e-07
2.964 -9.38773e-07 -9.84279e-07
2.9644 -9.38773e-07 -9.8435e-07
2.9648 -9.38773e-07 -9.8442e-07
2.9652 -9.38773e-07 -9.84491e-07
2.9656 -9.38773e-07 -9.84561e-07
2.966 -9.38773e-07 -9.84631e-07
2.9664 -9.38773e-07 -9.847e-07
2.9668 -9.38773e-07 -9.8477e-07
2.9672 -9.38773e-07 -9.8484e-07
2.9676 -9.38773e-07 -9.84909e-07
2.968 -9.38773e-07 -9.84978e-07
2.9684 -9.38773e-07 -9.85047e-07
2.9688 -9.38773e-07 -9.85116e-07
2.9692 -9.38773e-07 -9.85185e-07
2.9696 -9.38773e-07 -9.85253e-07
2.97 -9.38773e-07 -9.85322e-07
2.9704 -9.38773e-07 -9.8539e-07
2.9708 -9.38773e-07 -9.85458e-07
2.9712 -9.38773e-07 -9.85526e-07
2.9716 -9.38773e-07 -9.85593e-07
2.972 -9.38773e-07 -9.85661e-07
2.9724 -9.38773e-07 -9.85728e-07
2.9728 -9.38773e-07 -9.85796e-07
2.9732 -9.53674e-07 -9.85863e-07
2.9736 -9.38773e-07 -9.8593e-07
2.974 -9.38773e-07 -9.85997e-07
2.9744 -9.38773e-07 -9.86063e-07
2.9748 -9.38773e-07 -9.8613e-07
2.9752 -9.38773e-07 -9.86196e-07
2.9756 -9.53674e-07 -9.86262e-07
2.976 -9.53674e-07 -9.86328e-07
2.9764 -9.38773e-07 -9.86394e-07
2.9768 -9.38773e-07 -9.8646e-07
2.9772 -9.38773e-07 -9.86525e-07
2.9776 -9.38773e-07 -9.86591e-07
2.978 -9.38773e-07 -9.86656e-07
2.9784 -9.38773e-07 -9.86721e-07
2.9788 -9.38773e-07 -9.86786e-07
2.9792 -9.38773e-07 -9.86851e-07
2.9796 -9.38773e-07 -9.86915e-07
2.98 -9.38773e-07 -9.8698e-07
2.9804 -9.38773e-07 -9.87044e-07
2.9808 -9.38773e-07 -9.87108e-07
2.9812 -9.38773e-07 -9.87172e-07
2.9816 -9.38773e-07 -9.87236e-07
2.982 -9.38773e-07 -9.87299e-07
2.9824 -9.38773e-07 -9.87363e-07
2.9828 -9.38773e-07 -9.87426e-07
2.9832 -9.38773e-07 -9.87489e-07
2.9836 -9.38773e-07 -9.87552e-07
2.984 -9.38773e-07 -9.87615e-07
2.9844 -9.38773e-07 -9.87678e-07
2.9848 -9.38773e-07 -9.8774e-07
2.9852 -9.38773e-07 -9.87803e-07
2.9856 -9.38773e-07 -9.87865e-07
2.986 -9.38773e-07 -9.87927e-07
2.9864 -9.38773e-07 -9.87989e-07
2.9868 -9.38773e-07 -9.88051e-07
2.9872 -9.38773e-07 -9.88112e-07
2.9876 -9.38773e-07 -9.88174e-07
2.988 -9.38773e-07 -9.88235e-07
2.9884 -9.38773e-07 -9.88296e-07
2.9888 -9.38773e-07 -9.88357e-07
2.9892 -9.38773e-07 -9.88418e-07
2.9896 -9.38773e-07 -9.88479e-07
2.99 -9.38773e-07 -9.88539e-07
2.9904 -9.38773e-07 -9.88599e-07
2.9908 -9.38773e-07 -9.8866e-07
2.9912 -9.53674e-07 -9.88719e-07
2.9916 -9.38773e-07 -9.88779e-07
2.992 -9.38773e-07 -9.88839e-07
2.9924 -9.38773e-07 -9.88898e-07
2.9928 -9.38773e-07 -9.88958e-07
2.9932 -9.38773e-07 -9.89017e-07
2.9936 -9.38773e-07 -9.89076e-07
2.994 -9.53674e-07 -9.89135e-07
2.9944 -9.53674e-07 -9.89194e-07
2.9948 -9.38773e-07 -9.89252e-07
2.9952 -9.53674e-07 -9.89311e-07
2.9956 -9.38773e-07 -9.89369e-07
2.996 -9.38773e-07 -9.89427e-07
2.9964 -9.53674e-07 -9.89485e-07
2.9968 -9.38773e-07 -9.89543e-07
2.9972 -9.38773e-07 -9.896e-07
2.9976 -9.53674e-07 -9.89658e-07
2.998 -9.38773e-07 -9.89715e-07
2.9984 -9.53674e-07 -9.89772e-07
2.9988 -9.53674e-07 -9.89829e-07
2.9992 -9.38773e-07 -9.89886e-07
2.9996 -9.53674e-07 -9.89943e-07
3 -9.38773e-07 -9.89999e-07
3.0004 -9.53674e-07 -9.90056e-07
3.0008 -9.38773e-07 -9.90112e-07
3.0012 -9.53674e-07 -9.90168e-07
3.0016 -9.53674e-07 -9.90224e-07
3.002 -9.53674e-07 -9.9028e-07
3.0024 -9.53674e-07 -9.90335e-07
3.0028 -9.53674e-07 -9.90391e-07
3.0032 -9.53674e-07 -9.90446e-07
3.0036 -9.53674e-07 -9.90501e-07
3.004 -9.53674e-07 -9.90556e-07
3.0044 -9.53674e-07 -9.90611e-07
3.0048 -9.38773e-07 -9.90665e-07
3.0052 -9.38773e-07 -9.9072e-07
3.0056 -9.38773e-07 -9.90774e-07
3.006 -9.38773e-07 -9.90828e-07
3.0064 -9.53674e-07 -9.90882e-07
3.0068 -9.38773e-07 -9.90936e-07
3.0072 -9.53674e-07 -9.9099e-07
3.0076 -9.53674e-07 -9.91043e-07
3.008 -9.53674e-07 -9.91096e-07
3.0084 -9.53674e-07 -9.9115e-07
3.0088 -9.53674e-07 -9.91203e-07
3.0092 -9.38773e-07 -9.91256e-07
3.0096 -9.38773e-07 -9.91308e-07
3.01 -9.53674e-07 -9.91361e-07
3.0104 -9.38773e-07 -9.91413e-07
3.0108 -9.38773e-07 -9.91465e-07
3.0112 -9.38773e-07 -9.91517e-07
3.0116 -9.53674e-07 -9.91569e-07
3.012 -9.38773e-07 -9.91621e-07
3.0124 -9.38773e-07 -9.91673e-07
3.0128 -9.38773e-07 -9.91724e-07
3.0132 -9.53674e-07 -9.91776e-07
3.0136 -9.53674e-07 -9.91827e-07
3.014 -9.53674e-07 -9.91878e-07
3.0144 -9.38773e-07 -9.91928e-07
3.0148 -9.38773e-07 -9.91979e-07
3.0152 -9.53674e-07 -9.9203e-07
3.0156 -9.38773e-07 -9.9208e-07
3.016 -9.38773e-07 -9.9213e-07
3.0164 -9.46224e-07 -9.9218e-07
3.0168 -9.46224e-07 -9.9223e-07
3.0172 -9.46224e-07 -9.9228e-07
3.0176 -9.46224e-07 -9.92329e-07
3.018 -9.46224e-07 -9.92379e-07
3.0184 -9.53674e-07 -9.92428e-07
3.0188 -9.46224e-07 -9.92477e-07
3.0192 -9.46224e-07 -9.92526e-07
3.0196 -9.46224e-07 -9.92574e-07
3.02 -9.46224e-07 -9.92623e-07
3.0204 -9.46224e-07 -9.92672e-07
3.0208 -9.46224e-07 -9.9272e-07
3.0212 -9.53674e-07 -9.92768e-07
3.0216 -9.46224e-07 -9.92816e-07
3.022 -9.46224e-07 -9.92864e-07
3.0224 -9.46224e-07 -9.92911e-07
3.0228 -9.46224e-07 -9.92959e-07
3.0232 -9.46224e-07 -9.93006e-07
3.0236 -9.46224e-07 -9.93053e-07
3.024 -9.46224e-07 -9.931e-07
3.0244 -9.46224e-07 -9.93147e-07
3.0248 -9.46224e-07 -9.93194e-07
3.0252 -9.46224e-07 -9.9324e-07
3.0256 -9.46224e-07 -9.93287e-07
3.026 -9.46224e-07 -9.93333e-07
3.0264 -9.46224e-07 -9.93379e-07
3.0268 -9.53674e-07 -9.93425e-07
3.0272 -9.46224e-07 -9.9347e-07
3.0276 -9.46224e-07 -9.93516e-07
3.028 -9.46224e-07 -9.93561e-07
3.0284 -9.46224e-07 -9.93607e-07
3.0288 -9.46224e-07 -9.93652e-07
3.0292 -9.46224e-07 -9.93697e-07
3.0296 -9.46224e-07 -9.93741e-07
3.03 -9.46224e-07 -9.93786e-07
3.0304 -9.53674e-07 -9.9383e-07
3.0308 -9.53674e-07 -9.93875e-07
3.0312 -9.46224e-07 -9.93919e-07
3.0316 -9.46224e-07 -9.93963e-07
3.032 -9.46224e-07 -9.94007e-07
3.0324 -9.46224e-07 -9.9405e-07
3.0328 -9.53674e-07 -9.94094e-07
3.0332 -9.53674e-07 -9.94137e-07
3.0336 -9.46224e-07 -9.9418e-07
3.034 -9.53674e-07 -9.94223e-07
3.0344 -9.53674e-07 -9.94266e-07
3.0348 -9.46224e-07 -9.94309e-07
3.0352 -9.46224e-07 -9.94351e-07
3.0356 -9.46224e-07 -9.94394e-07
3.036 -9.46224e-07 -9.94436e-07
3.0364 -9.53674e-07 -9.94478e-07
3.0368 -9.46224e-07 -9.9452e-07
3.0372 -9.46224e-07 -9.94562e-07
3.0376 -9.46224e-07 -9.94603e-07
3.038 -9.53674e-07 -9.94645e-07
3.0384 -9.46224e-07 -9.94686e-07
3.0388 -9.46224e-07 -9.94727e-07
3.0392 -9.46224e-07 -9.94768e-07
3.0396 -9.46224e-07 -9.94809e-07
3.04 -9.46224e-07 -9.9485e-07
3.0404 -9.46224e-07 -9.9489e-07
3.0408 -9.53674e-07 -9.9493e-07
3.0412 -9.53674e-07 -9.9497e-07
3.0416 -9.53674e-07 -9.95011e-07
3.042 -9.53674e-07 -9.9505e-07
3.0424 -9.46224e-07 -9.9509e-07
3.0428 -9.46224e-07 -9.9513e-07
3.0432 -9.46224e-07 -9.95169e-07
3.0436 -9.53674e-07 -9.95208e-07
3.044 -9.46224e-07 -9.95247e-07
3.0444 -9.46224e-07 -9.95286e-07
3.0448 -9.46224e-07 -9.95325e-07
3.0452 -9.46224e-07 -9.95363e-07
3.0456 -9.46224e-07 -9.95402e-07
3.046 -9.46224e-07 -9.9544e-07
3.0464 -9.46224e-07 -9.95478e-07
3.0468 -9.53674e-07 -9.95516e-07
3.0472 -9.53674e-07 -9.95554e-07
3.0476 -9.46224e-07 -9.95591e-07
3.048 -9.46224e-07 -9.95629e-07
3.0484 -9.53674e-07 -9.95666e-07
3.0488 -9.46224e-07 -9.95703e-07
3.0492 -9.46224e-07 -9.9574e-07
3.0496 -9.46224e-07 -9.95777e-07
3.05 -9.53674e-07 -9.95813e-07
3.0504 -9.53674e-07 -9.9585e-07
3.0508 -9.46224e-07 -9.95886e-07
3.0512 -9.46224e-07 -9.95923e-07
3.0516 -9.46224e-07 -9.95959e-07
3.052 -9.46224e-07 -9.95994e-07
3.0524 -9.46224e-07 -9.9603e-07
3.0528 -9.53674e-07 -9.96066e-07
3.0532 -9.46224e-07 -9.96101e-07
3.0536 -9.46224e-07 -9.96136e-07
3.054 -9.53674e-07 -9.96171e-07
3.0544 -9.53674e-07 -9.96206e-07
3.0548 -9.46224e-07 -9.96241e-07
3.0552 -9.46224e-07 -9.96276e-07
3.0556 -9.46224e-07 -9.9631e-07
3.056 -9.53674e-07 -9.96344e-07
3.0564 -9.53674e-07 -9.96378e-07
3.0568 -9.53674e-07 -9.96412e-07
3.0572 -9.46224e-07 -9.96446e-07
3.0576 -9.46224e-07 -9.9648e-07
3.058 -9.46224e-07 -9.96513e-07
3.0584 -9.53674e-07 -9.96546e-07
3.0588 -9.46224e-07 -9.9658e-07
3.0592 -9.46224e-07 -9.96612e-07
3.0596 -9.46224e-07 -9.96645e-07
3.06 -9.46224e-07 -9.96678e-07
3.0604 -9.53674e-07 -9.9671e-07
3.0608 -9.53674e-07 -9.96743e-07
3.0612 -9.53674e-07 -9.96775e-07
3.0616 -9.53674e-07 -9.96807e-07
3.062 -9.53674e-07 -9.96839e-07
3.0624 -9.46224e-07 -9.96871e-07
3.0628 -9.53674e-07 -9.96902e-07
3.0632 -9.46224e-07 -9.96934e-07
3.0636 -9.53674e-07 -9.96965e-07
3.064 -9.46224e-07 -9.96996e-07
3.0644 -9.53674e-07 -9.97027e-07
3.0648 -9.46224e-07 -9.97057e-07
3.0652 -9.53674e-07 -9.97088e-07
3.0656 -9.46224e-07 -9.97118e-07
3.066 -9.53674e-07 -9.97149e-07
3.0664 -9.46224e-07 -9.97179e-07
3.0668 -9.53674e-07 -9.97209e-07
3.0672 -9.53674e-07 -9.97239e-07
3.0676 -9.53674e-07 -9.97268e-07
3.068 -9.53674e-07 -9.97298e-07
3.0684 -9.53674e-07 -9.97327e-07
3.0688 -9.53674e-07 -9.97356e-07
3.0692 -9.53674e-07 -9.97385e-07
3.0696 -9.46224e-07 -9.97414e-07
3.07 -9.46224e-07 -9.97443e-07
3.0704 -9.53674e-07 -9.97471e-07
3.0708 -9.53674e-07 -9.975e-07
3.0712 -9.53674e-07 -9.97528e-07
3.0716 -9.53674e-07 -9.97556e-07
3.072 -9.53674e-07 -9.97584e-07
3.0724 -9.53674e-07 -9.97611e-07
3.0728 -9.53674e-07 -9.97639e-07
3.0732 -9.53674e-07 -9.97666e-07
3.0736 -9.46224e-07 -9.97694e-07
3.074 -9.46224e-07 -9.97721e-07
3.0744 -9.53674e-07 -9.97748e-07
3.0748 -9.46224e-07 -9.97774e-07
3.0752 -9.53674e-07 -9.97801e-07
3.0756 -9.46224e-07 -9.97827e-07
3.076 -9.46224e-07 -9.97854e-07
3.0764 -9.53674e-07 -9.9788e-07
3.0768 -9.53674e-07 -9.97906e-07
3.0772 -9.53674e-07 -9.97931e-07
3.0776 -9.46224e-07 -9.97957e-07
3.078 -9.46224e-07 -9.97983e-07
3.0784 -9.53674e-07 -9.98008e-07
3.0788 -9.53674e-07 -9.98033e-07
3.0792 -9.49949e-07 -9.98058e-07
3.0796 -9.49949e-07 -9.98083e-07
3.08 -9.49949e-07 -9.98108e-07
3.0804 -9.53674e-07 -9.98132e-07
3.0808 -9.49949e-07 -9.98156e-07
3.0812 -9.53674e-07 -9.98181e-07
3.0816 -9.53674e-07 -9.98205e-07
3.082 -9.53674e-07 -9.98229e-07
3.0824 -9.53674e-07 -9.98252e-07
3.0828 -9.53674e-07 -9.98276e-07
3.0832 -9.53674e-07 -9.98299e-07
3.0836 -9.49949e-07 -9.98323e-07
3.084 -9.49949e-07 -9.98346e-07
3.0844 -9.53674e-07 -9.98368e-07
3.0848 -9.53674e-07 -9.98391e-07
3.0852 -9.49949e-07 -9.98414e-07
3.0856 -9.49949e-07 -9.98436e-07
3.086 -9.53674e-07 -9.98459e-07
3.0864 -9.49949e-07 -9.98481e-07
3.0868 -9.49949e-07 -9.98503e-07
3.0872 -9.53674e-07 -9.98524e-07
3.0876 -9.49949e-07 -9.98546e-07
3.088 -9.49949e-07 -9.98568e-07
3.0884 -9.53674e-07 -9.98589e-07
3.0888 -9.49949e-07 -9.9861e-07
3.0892 -9.49949e-07 -9.98631e-07
3.0896 -9.49949e-07 -9.98652e-07
3.09 -9.53674e-07 -9.98673e-07
3.0904 -9.49949e-07 -9.98693e-07
3.0908 -9.53674e-07 -9.98714e-07
3.0912 -9.53674e-07 -9.98734e-07
3.0916 -9.53674e-07 -9.98754e-07
3.092 -9.49949e-07 -9.98774e-07
3.0924 -9.53674e-07 -9.98793e-07
3.0928 -9.53674e-07 -9.98813e-07
3.0932 -9.53674e-07 -9.98832e-07
3.0936 -9.49949e-07 -9.98852e-07
3.094 -9.53674e-07 -9.98871e-07
3.0944 -9.53674e-07 -9.9889e-07
3.0948 -9.53674e-07 -9.98908e-07
3.0952 -9.49949e-07 -9.98927e-07
3.0956 -9.53674e-07 -9.98945e-07
3.096 -9.53674e-07 -9.98964e-07
3.0964 -9.53674e-07 -9.98982e-07
3.0968 -9.49949e-07 -9.99e-07
3.0972 -9.53674e-07 -9.99018e-07
3.0976 -9.49949e-07 -9.99035e-07
3.098 -9.53674e-07 -9.99053e-07
3.0984 -9.53674e-07 -9.9907e-07
3.0988 -9.53674e-07 -9.99087e-07
3.0992 -9.53674e-07 -9.99104e-07
3.0996 -9.53674e-07 -9.99121e-07
3.1 -9.53674e-07 -9.99138e-07
3.1004 -9.49949e-07 -9.99154e-07
3.1008 -9.49949e-07 -9.99171e-07
3.1012 -9.53674e-07 -9.99187e-07
3.1016 -9.53674e-07 -9.99203e-07
3.102 -9.53674e-07 -9.99219e-07
3.1024 -9.53674e-07 -9.99235e-07
3.1028 -9.53674e-07 -9.9925e-07
3.1032 -9.53674e-07 -9.99266e-07
3.1036 -9.53674e-07 -9.99281e-07
3.104 -9.53674e-07 -9.99296e-07
3.1044 -9.53674e-07 -9.99311e-07
3.1048 -9.53674e-07 -9.99326e-07
3.1052 -9.53674e-07 -9.9934e-07
3.1056 -9.53674e-07 -9.99355e-07
3.106 -9.53674e-07 -9.99369e-07
3.1064 -9.53674e-07 -9.99383e-07
3.1068 -9.53674e-07 -9.99397e-07
3.1072 -9.53674e-07 -9.99411e-07
3.1076 -9.53674e-07 -9.99425e-07
3.108 -9.53674e-07 -9.99438e-07
3.1084 -9.53674e-07 -9.99451e-07
3.1088 -9.53674e-07 -9.99465e-07
3.1092 -9.53674e-07 -9.99478e-07
3.1096 -9.53674e-07 -9.9949e-07
3.11 -9.53674e-07 -9.99503e-07
3.1104 -9.53674e-07 -9.99516e-07
3.1108 -9.53674e-07 -9.99528e-07
3.1112 -9.53674e-07 -9.9954e-07
3.1116 -9.53674e-07 -9.99552e-07
3.112 -9.53674e-07 -9.99564e-07
3.1124 -9.51812e-07 -9.99576e-07
3.1128 -9.53674e-07 -9.99588e-07
3.1132 -9.53674e-07 -9.99599e-07
3.1136 -9.53674e-07 -9.9961e-07
3.114 -9.53674e-07 -9.99621e-07
3.1144 -9.53674e-07 -9.99632e-07
3.1148 -9.53674e-07 -9.99643e-07
3.1152 -9.53674e-07 -9.99653e-07
3.1156 -9.53674e-07 -9.99664e-07
3.116 -9.53674e-07 -9.99674e-07
3.1164 -9.53674e-07 -9.99684e-07
3.1168 -9.53674e-07 -9.99694e-07
3.1172 -9.53674e-07 -9.99704e-07
3.1176 -9.53674e-07 -9.99714e-07
3.118 -9.53674e-07 -9.99723e-07
3.1184 -9.53674e-07 -9.99733e-07
3.1188 -9.53674e-07 -9.99742e-07
3.1192 -9.53674e-07 -9.99751e-07
3.1196 -9.53674e-07 -9.9976e-07
3.12 -9.53674e-07 -9.99768e-07
3.1204 -9.53674e-07 -9.99777e-07
3.1208 -9.53674e-07 -9.99785e-07
3.1212 -9.53674e-07 -9.99793e-07
3.1216 -9.53674e-07 -9.99802e-07
3.122 -9.53674e-07 -9.99809e-07
3.1224 -9.53674e-07 -9.99817e-07
3.1228 -9.53674e-07 -9.99825e-07
3.1232 -9.53674e-07 -9.99832e-07
3.1236 -9.53674e-07 -9.99839e-07
3.124 -9.53674e-07 -9.99847e-07
3.1244 -9.53674e-07 -9.99853e-07
3.1248 -9.53674e-07 -9.9986e-07
3.1252 -9.53674e-07 -9.99867e-07
3.1256 -9.53674e-07 -9.99873e-07
3.126 -9.53674e-07 -9.99879e-07
3.1264 -9.53674e-07 -9.99886e-07
3.1268 -9.53674e-07 -9.99892e-07
3.1272 -9.53674e-07 -9.99897e-07
3.1276 -9.53674e-07 -9.99903e-07
3.128 -9.53674e-07 -9.99909e-07
3.1284 -9.53674e-07 -9.99914e-07
3.1288 -9.53674e-07 -9.99919e-07
3.1292 -9.53674e-07 -9.99924e-07
3.1296 -9.53674e-07 -9.99929e-07
3.13 -9.53674e-07 -9.99934e-07
3.1304 -9.53674e-07 -9.99938e-07
3.1308 -9.53674e-07 -9.99943e-07
3.1312 -9.53674e-07 -9.99947e-07
3.1316 -9.53674e-07 -9.99951e-07
3.132 -9.53674e-07 -9.99955e-07
3.1324 -9.53674e-07 -9.99958e-07
3.1328 -9.53674e-07 -9.99962e-07
3.1332 -9.53674e-07 -9.99965e-07
3.1336 -9.53674e-07 -9.99969e-07
3.134 -9.53674e-07 -9.99972e-07
3.1344 -9.53674e-07 -9.99975e-07
3.1348 -9.53674e-07 -9.99977e-07
3.1352 -9.53674e-07 -9.9998e-07
3.1356 -9.53674e-07 -9.99982e-07
3.136 -9.53674e-07 -9.99985e-07
3.1364 -9.53674e-07 -9.99987e-07
3.1368 -9.53674e-07 -9.99989e-07
3.1372 -9.53674e-07 -9.99991e-07
3.1376 -9.53674e-07 -9.99992e-07
3.138 -9.53674e-07 -9.99994e-07
3.1384 -9.53674e-07 -9.99995e-07
3.1388 -9.53674e-07 -9.99996e-07
3.1392 -9.53674e-07 -9.99997e-07
3.1396 -9.53674e-07 -9.99998e-07
3.14 -9.53674e-07 -9.99999e-07
3.1404 -9.53674e-07 -9.99999e-07
3.1408 -9.53674e-07 -1e-06
3.1412 -9.53674e-07 -1e-06
3.1416 -9.53674e-07 -1e-06
3.142 -9.53674e-07 -1e-06
3.1424 -9.53674e-07 -1e-06
3.1428 -9.53674e-07 -9.99999e-07
3.1432 -9.53674e-07 -9.99999e-07
3.1436 -9.53674e-07 -9.99998e-07
3.144 -9.53674e-07 -9.99997e-07
3.1444 -9.53674e-07 -9.99996e-07
3.1448 -9.53674e-07 -9.99995e-07
3.1452 -9.53674e-07 -9.99993e-07
3.1456 -9.53674e-07 -9.99992e-07
3.146 -9.53674e-07 -9.9999e-07
3.1464 -9.53674e-07 -9.99988e-07
3.1468 -9.53674e-07 -9.99986e-07
3.1472 -9.53674e-07 -9.99984e-07
3.1476 -9.53674e-07 -9.99981e-07
3.148 -9.53674e-07 -9.99979e-07
3.1484 -9.53674e-07 -9.99976e-07
3.1488 -9.53674e-07 -9.99974e-07
