# x_a f_a(xa) f_a_ohne(xa)
5.59054e+06 1.39302e-11 3.78259e-11
5.59153e+06 5.37028e-11 3.78159e-11
5.59252e+06 5.64597e-11 3.78058e-11
5.59351e+06 2.62119e-11 3.77958e-11
5.5945e+06 5.41718e-11 3.77858e-11
5.59549e+06 4.0032e-11 3.77757e-11
5.59648e+06 5.6076e-11 3.77657e-11
5.59747e+06 -7.36833e-12 3.77557e-11
5.59846e+06 3.3868e-11 3.77457e-11
5.59945e+06 4.11475e-11 3.77357e-11
5.60044e+06 -3.72324e-12 3.77256e-11
5.60143e+06 3.47988e-11 3.77156e-11
5.60242e+06 1.51132e-11 3.77057e-11
5.60341e+06 3.65219e-11 3.76957e-11
5.6044e+06 1.28182e-11 3.76857e-11
5.60539e+06 3.94635e-11 3.76757e-11
5.60638e+06 3.70051e-11 3.76657e-11
5.60737e+06 3.84759e-11 3.76557e-11
5.60836e+06 5.81792e-11 3.76458e-11
5.60935e+06 2.39595e-11 3.76358e-11
5.61034e+06 4.4011e-11 3.76258e-11
5.61133e+06 3.88951e-11 3.76159e-11
5.61232e+06 6.32951e-11 3.76059e-11
5.61331e+06 4.24052e-11 3.7596e-11
5.6143e+06 2.54623e-11 3.7586e-11
5.61529e+06 3.76232e-11 3.75761e-11
5.61628e+06 4.76277e-11 3.75662e-11
5.61727e+06 2.413e-11 3.75562e-11
5.61826e+06 2.97362e-11 3.75463e-11
5.61925e+06 3.13882e-11 3.75364e-11
5.62024e+06 6.32667e-11 3.75265e-11
5.62123e+06 6.10498e-11 3.75166e-11
5.62222e+06 2.57643e-11 3.75066e-11
5.62321e+06 4.47216e-11 3.74967e-11
5.6242e+06 4.89351e-11 3.74868e-11
5.62519e+06 6.00906e-11 3.74769e-11
5.62618e+06 4.21423e-11 3.74671e-11
5.62717e+06 2.81695e-11 3.74572e-11
5.62816e+06 8.3844e-13 3.74473e-11
5.62915e+06 5.9714e-11 3.74374e-11
5.63014e+06 6.43645e-11 3.74275e-11
5.63113e+06 1.08074e-11 3.74177e-11
5.63212e+06 5.63602e-11 3.74078e-11
5.63311e+06 4.92832e-11 3.73979e-11
5.6341e+06 4.22062e-11 3.73881e-11
5.63509e+06 6.42331e-11 3.73782e-11
5.63608e+06 3.20455e-11 3.73684e-11
5.63707e+06 4.76774e-11 3.73585e-11
5.63806e+06 5.92308e-11 3.73487e-11
5.63905e+06 4.56808e-11 3.73389e-11
5.64004e+06 6.12346e-11 3.7329e-11
5.64103e+06 4.96314e-11 3.73192e-11
5.64202e+06 3.31113e-12 3.73094e-11
5.64301e+06 6.13731e-11 3.72996e-11
5.644e+06 1.10418e-11 3.72897e-11
5.64499e+06 4.73932e-11 3.72799e-11
5.64598e+06 1.57137e-11 3.72701e-11
5.64697e+06 4.22418e-11 3.72603e-11
5.64796e+06 3.9666e-11 3.72505e-11
5.64895e+06 4.13678e-11 3.72407e-11
5.64994e+06 6.09646e-12 3.7231e-11
5.65093e+06 4.60503e-11 3.72212e-11
5.65192e+06 6.0929e-11 3.72114e-11
5.65291e+06 3.60103e-11 3.72016e-11
5.6539e+06 4.33005e-11 3.71918e-11
5.65489e+06 5.05906e-11 3.71821e-11
5.65588e+06 5.38414e-11 3.71723e-11
5.65687e+06 5.49818e-11 3.71626e-11
5.65786e+06 5.18412e-11 3.71528e-11
5.65885e+06 1.95968e-11 3.71431e-11
5.65984e+06 4.556e-11 3.71333e-11
5.66083e+06 6.38494e-11 3.71236e-11
5.66182e+06 5.3177e-11 3.71138e-11
5.66281e+06 4.25047e-11 3.71041e-11
5.6638e+06 5.68789e-11 3.70944e-11
5.66479e+06 4.64979e-11 3.70847e-11
5.66578e+06 6.26414e-11 3.70749e-11
5.66677e+06 3.74882e-11 3.70652e-11
5.66776e+06 4.95675e-11 3.70555e-11
5.66875e+06 5.75824e-11 3.70458e-11
5.66974e+06 -2.20268e-13 3.70361e-11
5.67073e+06 5.03775e-11 3.70264e-11
5.67172e+06 5.09175e-11 3.70167e-11
5.67271e+06 2.23537e-11 3.7007e-11
5.6737e+06 6.08225e-11 3.69973e-11
5.67469e+06 2.18563e-11 3.69876e-11
5.67568e+06 4.10978e-11 3.6978e-11
5.67667e+06 6.44214e-11 3.69683e-11
5.67766e+06 4.27463e-11 3.69586e-11
5.67865e+06 5.45697e-11 3.6949e-11
5.67964e+06 3.72893e-11 3.69393e-11
5.68063e+06 4.502e-11 3.69297e-11
5.68162e+06 4.76632e-11 3.692e-11
5.68261e+06 5.31983e-11 3.69104e-11
5.6836e+06 5.87335e-11 3.69007e-11
5.68459e+06 3.51648e-11 3.68911e-11
5.68558e+06 5.41718e-11 3.68814e-11
5.68657e+06 4.82459e-11 3.68718e-11
5.68756e+06 4.23199e-11 3.68622e-11
5.68855e+06 3.6394e-11 3.68526e-11
5.68954e+06 6.17817e-11 3.68429e-11
5.69053e+06 5.3717e-11 3.68333e-11
5.69152e+06 3.74172e-11 3.68237e-11
5.69251e+06 5.02212e-11 3.68141e-11
5.6935e+06 3.54419e-11 3.68045e-11
5.69449e+06 4.09415e-11 3.67949e-11
5.69548e+06 1.73372e-11 3.67853e-11
5.69647e+06 2.28368e-11 3.67757e-11
5.69746e+06 -7.67386e-13 3.67661e-11
5.69845e+06 5.20757e-11 3.67566e-11
5.69944e+06 5.03135e-11 3.6747e-11
5.70043e+06 4.44125e-11 3.67374e-11
5.70142e+06 3.85114e-11 3.67278e-11
5.70241e+06 5.48539e-11 3.67183e-11
5.7034e+06 4.27463e-11 3.67087e-11
5.70439e+06 5.55964e-11 3.66992e-11
5.70538e+06 4.34888e-11 3.66896e-11
5.70637e+06 6.3423e-11 3.66801e-11
5.70736e+06 3.57971e-11 3.66705e-11
5.70835e+06 4.55884e-11 3.6661e-11
5.70934e+06 5.1223e-11 3.66514e-11
5.71033e+06 6.21583e-11 3.66419e-11
5.71132e+06 6.16183e-11 3.66324e-11
5.71231e+06 3.19744e-11 3.66229e-11
5.7133e+06 6.05382e-11 3.66133e-11
5.71429e+06 1.07079e-11 3.66038e-11
5.71528e+06 5.28786e-11 3.65943e-11
5.71627e+06 4.51905e-11 3.65848e-11
5.71726e+06 6.24318e-11 3.65753e-11
5.71825e+06 1.4289e-11 3.65658e-11
5.71924e+06 5.44915e-11 3.65563e-11
5.72023e+06 6.14087e-11 3.65468e-11
5.72122e+06 1.84812e-11 3.65373e-11
5.72221e+06 4.07283e-11 3.65279e-11
5.7232e+06 -1.34719e-11 3.65184e-11
5.72419e+06 4.03588e-11 3.65089e-11
5.72518e+06 1.52625e-11 3.64994e-11
5.72617e+06 4.41815e-11 3.649e-11
5.72716e+06 1.4353e-11 3.64805e-11
5.72815e+06 8.05755e-12 3.64711e-11
5.72914e+06 5.57705e-11 3.64616e-11
5.73013e+06 2.45706e-11 3.64522e-11
5.73112e+06 5.4122e-11 3.64427e-11
5.73211e+06 1.16884e-11 3.64333e-11
5.7331e+06 2.32525e-11 3.64238e-11
5.73409e+06 9.92273e-12 3.64144e-11
5.73508e+06 6.89226e-13 3.6405e-11
5.73607e+06 3.52784e-11 3.63955e-11
5.73706e+06 4.07638e-11 3.63861e-11
5.73805e+06 4.62492e-11 3.63767e-11
5.73904e+06 1.18092e-11 3.63673e-11
5.74003e+06 1.03171e-11 3.63579e-11
5.74102e+06 5.85771e-11 3.63485e-11
5.74201e+06 2.79812e-11 3.63391e-11
5.743e+06 4.38831e-11 3.63297e-11
5.74399e+06 6.12204e-11 3.63203e-11
5.74498e+06 2.45848e-11 3.63109e-11
5.74597e+06 4.1922e-11 3.63015e-11
5.74696e+06 -1.99663e-12 3.62921e-11
5.74795e+06 5.81366e-11 3.62828e-11
5.74894e+06 3.94493e-11 3.62734e-11
5.74993e+06 4.98659e-11 3.6264e-11
5.75092e+06 3.73035e-11 3.62547e-11
5.75191e+06 3.74598e-11 3.62453e-11
5.7529e+06 1.27649e-11 3.6236e-11
5.75389e+06 4.20251e-11 3.62266e-11
5.75488e+06 4.30873e-11 3.62173e-11
5.75587e+06 7.27596e-12 3.62079e-11
5.75686e+06 5.02496e-11 3.61986e-11
5.75785e+06 4.35421e-11 3.61892e-11
5.75884e+06 3.68345e-11 3.61799e-11
5.75983e+06 4.41531e-11 3.61706e-11
5.76082e+06 5.63034e-11 3.61613e-11
5.76181e+06 4.36202e-11 3.61519e-11
5.7628e+06 5.57705e-11 3.61426e-11
5.76379e+06 3.7268e-11 3.61333e-11
5.76478e+06 4.26112e-11 3.6124e-11
5.76577e+06 4.79545e-11 3.61147e-11
5.76676e+06 4.90168e-11 3.61054e-11
5.76775e+06 5.34754e-11 3.60961e-11
5.76874e+06 -1.0445e-12 3.60868e-11
5.76973e+06 4.79865e-11 3.60775e-11
5.77072e+06 4.73861e-11 3.60682e-11
5.77171e+06 5.00648e-11 3.6059e-11
5.7727e+06 9.32232e-12 3.60497e-11
5.77369e+06 -2.31637e-12 3.60404e-11
5.77468e+06 3.5655e-11 3.60311e-11
5.77567e+06 -1.1994e-11 3.60219e-11
5.77666e+06 5.34612e-11 3.60126e-11
5.77765e+06 6.07088e-11 3.60034e-11
5.77864e+06 4.31584e-11 3.59941e-11
5.77963e+06 3.8419e-11 3.59849e-11
5.78062e+06 9.86944e-12 3.59756e-11
5.78161e+06 5.99982e-11 3.59664e-11
5.7826e+06 3.57652e-11 3.59571e-11
5.78359e+06 3.55627e-11 3.59479e-11
5.78458e+06 5.50173e-11 3.59387e-11
5.78557e+06 5.40155e-11 3.59295e-11
5.78656e+06 4.43663e-11 3.59202e-11
5.78755e+06 6.38209e-11 3.5911e-11
5.78854e+06 5.09459e-12 3.59018e-11
5.78953e+06 1.86766e-11 3.58926e-11
5.79052e+06 6.13625e-11 3.58834e-11
5.79151e+06 2.10676e-11 3.58742e-11
5.7925e+06 4.26894e-11 3.5865e-11
5.79349e+06 4.53184e-11 3.58558e-11
5.79448e+06 2.75264e-11 3.58466e-11
5.79547e+06 5.92593e-11 3.58374e-11
5.79646e+06 5.28075e-11 3.58283e-11
5.79745e+06 4.95959e-11 3.58191e-11
5.79844e+06 5.07328e-11 3.58099e-11
5.79943e+06 2.27658e-11 3.58007e-11
5.80042e+06 3.82485e-11 3.57916e-11
5.80141e+06 5.32268e-11 3.57824e-11
5.8024e+06 4.34603e-11 3.57733e-11
5.80339e+06 6.27978e-11 3.57641e-11
5.80438e+06 1.25056e-12 3.5755e-11
5.80537e+06 3.51577e-11 3.57458e-11
5.80636e+06 4.86935e-11 3.57367e-11
5.80735e+06 6.22293e-11 3.57275e-11
5.80834e+06 4.29736e-11 3.57184e-11
5.80933e+06 4.12683e-11 3.57093e-11
5.81032e+06 -9.89075e-12 3.57001e-11
5.81131e+06 1.75078e-11 3.5691e-11
5.8123e+06 3.79998e-11 3.56819e-11
5.81329e+06 3.49019e-11 3.56728e-11
5.81428e+06 3.18039e-11 3.56637e-11
5.81527e+06 5.34257e-11 3.56546e-11
5.81626e+06 2.12239e-11 3.56455e-11
5.81725e+06 3.98259e-11 3.56364e-11
5.81824e+06 5.94014e-11 3.56273e-11
5.81923e+06 4.10836e-11 3.56182e-11
5.82022e+06 5.62643e-11 3.56091e-11
5.82121e+06 -1.24487e-11 3.56e-11
5.8222e+06 -3.0056e-12 3.55909e-11
5.82319e+06 5.58416e-11 3.55818e-11
5.82418e+06 1.14788e-11 3.55728e-11
5.82517e+06 7.95808e-13 3.55637e-11
5.82616e+06 5.32481e-11 3.55546e-11
5.82715e+06 4.74927e-11 3.55456e-11
5.82814e+06 4.61498e-11 3.55365e-11
5.82913e+06 3.99041e-11 3.55275e-11
5.83012e+06 3.75167e-12 3.55184e-11
5.83111e+06 4.60716e-11 3.55094e-11
5.8321e+06 3.9023e-11 3.55003e-11
5.83309e+06 5.52234e-11 3.54913e-11
5.83408e+06 4.24834e-11 3.54823e-11
5.83507e+06 2.97433e-11 3.54732e-11
5.83606e+06 4.16804e-11 3.54642e-11
5.83705e+06 -1.04876e-11 3.54552e-11
5.83804e+06 4.448e-11 3.54462e-11
5.83903e+06 5.01146e-11 3.54372e-11
5.84002e+06 5.57492e-11 3.54281e-11
5.84101e+06 4.76348e-11 3.54191e-11
5.842e+06 4.31655e-11 3.54101e-11
5.84299e+06 4.31406e-11 3.54011e-11
5.84398e+06 3.86713e-11 3.53921e-11
5.84497e+06 3.86464e-11 3.53832e-11
5.84596e+06 5.08606e-11 3.53742e-11
5.84695e+06 4.01457e-11 3.53652e-11
5.84794e+06 5.85345e-11 3.53562e-11
5.84893e+06 4.78195e-11 3.53472e-11
5.84992e+06 5.49676e-11 3.53382e-11
5.85091e+06 4.30873e-11 3.53293e-11
5.8519e+06 2.67448e-11 3.53203e-11
5.85289e+06 3.5044e-11 3.53114e-11
5.85388e+06 4.44373e-11 3.53024e-11
5.85487e+06 4.65477e-11 3.52934e-11
5.85586e+06 4.8658e-11 3.52845e-11
5.85685e+06 5.07683e-11 3.52755e-11
5.85784e+06 6.34515e-11 3.52666e-11
5.85883e+06 5.54863e-11 3.52577e-11
5.85982e+06 2.73772e-11 3.52487e-11
5.86081e+06 4.85159e-11 3.52398e-11
5.8618e+06 3.9357e-11 3.52309e-11
5.86279e+06 2.58034e-11 3.5222e-11
5.86378e+06 1.67368e-11 3.5213e-11
5.86477e+06 6.13909e-11 3.52041e-11
5.86576e+06 2.79954e-12 3.51952e-11
5.86675e+06 3.68487e-11 3.51863e-11
5.86774e+06 4.17941e-11 3.51774e-11
5.86873e+06 5.12372e-11 3.51685e-11
5.86972e+06 4.36842e-11 3.51596e-11
5.87071e+06 4.75779e-11 3.51507e-11
5.8717e+06 1.7863e-11 3.51418e-11
5.87269e+06 2.17568e-11 3.51329e-11
5.87368e+06 3.98828e-11 3.5124e-11
5.87467e+06 8.63309e-12 3.51152e-11
5.87566e+06 5.56639e-11 3.51063e-11
5.87665e+06 4.90026e-11 3.50974e-11
5.87764e+06 1.32374e-11 3.50886e-11
5.87863e+06 -2.39453e-12 3.50797e-11
5.87962e+06 1.45306e-11 3.50708e-11
5.88061e+06 5.6037e-11 3.5062e-11
5.8816e+06 1.47544e-11 3.50531e-11
5.88259e+06 2.33058e-12 3.50443e-11
5.88358e+06 3.83267e-11 3.50354e-11
5.88457e+06 4.52189e-11 3.50266e-11
5.88556e+06 5.21112e-11 3.50178e-11
5.88655e+06 5.6275e-11 3.50089e-11
5.88754e+06 -1.00897e-12 3.50001e-11
5.88853e+06 -8.52651e-14 3.49913e-11
5.88952e+06 2.54019e-11 3.49824e-11
5.89051e+06 -9.09495e-12 3.49736e-11
5.8915e+06 1.09139e-11 3.49648e-11
5.89249e+06 5.54792e-11 3.4956e-11
5.89348e+06 2.18279e-11 3.49472e-11
5.89447e+06 5.02425e-11 3.49384e-11
5.89546e+06 3.52358e-11 3.49296e-11
5.89645e+06 -8.87468e-12 3.49208e-11
5.89744e+06 2.97682e-11 3.4912e-11
5.89843e+06 5.1763e-11 3.49032e-11
5.89942e+06 5.58558e-11 3.48944e-11
5.90041e+06 3.54099e-11 3.48856e-11
5.9014e+06 1.4964e-11 3.48769e-11
5.90239e+06 6.05453e-11 3.48681e-11
5.90338e+06 3.46745e-11 3.48593e-11
5.90437e+06 6.24389e-11 3.48505e-11
5.90536e+06 6.10996e-11 3.48418e-11
5.90635e+06 3.52287e-11 3.4833e-11
5.90734e+06 4.71374e-11 3.48243e-11
5.90833e+06 3.5385e-11 3.48155e-11
5.90932e+06 2.82157e-11 3.48068e-11
5.91031e+06 1.64633e-11 3.4798e-11
5.9113e+06 3.54419e-11 3.47893e-11
5.91229e+06 2.28795e-11 3.47805e-11
5.91328e+06 3.48308e-11 3.47718e-11
5.91427e+06 2.22684e-11 3.47631e-11
5.91526e+06 5.50529e-11 3.47544e-11
5.91625e+06 5.66303e-11 3.47456e-11
5.91724e+06 9.20153e-12 3.47369e-11
5.91823e+06 1.07789e-11 3.47282e-11
5.91922e+06 6.25704e-11 3.47195e-11
5.92021e+06 6.33875e-11 3.47108e-11
5.9212e+06 5.99698e-12 3.47021e-11
5.92219e+06 3.13101e-11 3.46934e-11
5.92318e+06 -1.63425e-13 3.46847e-11
5.92417e+06 1.97957e-11 3.4676e-11
5.92516e+06 1.0651e-11 3.46673e-11
5.92615e+06 6.12133e-12 3.46586e-11
5.92714e+06 5.91314e-11 3.46499e-11
5.92813e+06 4.42952e-11 3.46412e-11
5.92912e+06 4.93117e-11 3.46326e-11
5.93011e+06 9.99734e-12 3.46239e-11
5.9311e+06 -1.26192e-11 3.46152e-11
5.93209e+06 -8.29914e-12 3.46066e-11
5.93308e+06 4.95959e-11 3.45979e-11
5.93407e+06 5.3916e-11 3.45892e-11
5.93506e+06 5.82361e-11 3.45806e-11
5.93605e+06 -4.01457e-12 3.45719e-11
5.93704e+06 4.35918e-11 3.45633e-11
5.93803e+06 4.22773e-11 3.45546e-11
5.93902e+06 1.1859e-11 3.4546e-11
5.94001e+06 1.29958e-11 3.45374e-11
5.941e+06 1.74794e-12 3.45287e-11
5.94199e+06 4.87077e-11 3.45201e-11
5.94298e+06 3.74598e-11 3.45115e-11
5.94397e+06 3.84048e-11 3.45029e-11
5.94496e+06 5.56426e-11 3.44942e-11
5.94595e+06 1.00151e-11 3.44856e-11
5.94694e+06 2.25953e-11 3.4477e-11
5.94793e+06 3.59819e-11 3.44684e-11
5.94892e+06 3.83409e-11 3.44598e-11
5.94991e+06 4.06999e-11 3.44512e-11
5.9509e+06 1.86233e-11 3.44426e-11
5.95189e+06 5.37739e-11 3.4434e-11
5.95288e+06 -2.64322e-12 3.44254e-11
5.95387e+06 1.89004e-11 3.44168e-11
5.95486e+06 1.60156e-11 3.44083e-11
5.95585e+06 6.05525e-11 3.43997e-11
5.95684e+06 4.30731e-11 3.43911e-11
5.95783e+06 3.96412e-11 3.43825e-11
5.95882e+06 3.15268e-11 3.4374e-11
5.95981e+06 6.33236e-11 3.43654e-11
5.9608e+06 4.9738e-11 3.43568e-11
5.96179e+06 7.04858e-12 3.43483e-11
5.96278e+06 4.22844e-11 3.43397e-11
5.96377e+06 5.31095e-11 3.43312e-11
5.96476e+06 1.07647e-11 3.43226e-11
5.96575e+06 4.07958e-11 3.43141e-11
5.96674e+06 1.73195e-11 3.43055e-11
5.96773e+06 2.2947e-11 3.4297e-11
5.96872e+06 9.97602e-12 3.42885e-11
5.96971e+06 3.48166e-11 3.42799e-11
5.9707e+06 3.52607e-11 3.42714e-11
5.97169e+06 6.01013e-11 3.42629e-11
5.97268e+06 5.24096e-11 3.42544e-11
5.97367e+06 4.27463e-11 3.42459e-11
5.97466e+06 3.78009e-11 3.42373e-11
5.97565e+06 5.25233e-11 3.42288e-11
5.97664e+06 4.57021e-11 3.42203e-11
5.97763e+06 6.50857e-12 3.42118e-11
5.97862e+06 4.04512e-11 3.42033e-11
5.97961e+06 1.25766e-12 3.41948e-11
5.9806e+06 5.19691e-11 3.41864e-11
5.98159e+06 -2.01794e-12 3.41779e-11
5.98258e+06 6.04103e-11 3.41694e-11
5.98357e+06 3.55271e-11 3.41609e-11
5.98456e+06 5.95719e-11 3.41524e-11
5.98555e+06 5.39302e-11 3.4144e-11
5.98654e+06 2.86704e-11 3.41355e-11
5.98753e+06 5.21325e-11 3.4127e-11
5.98852e+06 5.71916e-11 3.41186e-11
5.98951e+06 4.16875e-11 3.41101e-11
5.9905e+06 3.56835e-11 3.41016e-11
5.99149e+06 5.32552e-12 3.40932e-11
5.99248e+06 -5.34328e-12 3.40847e-11
5.99347e+06 6.11919e-11 3.40763e-11
5.99446e+06 -8.27072e-12 3.40679e-11
5.99545e+06 2.91607e-11 3.40594e-11
5.99644e+06 1.3145e-11 3.4051e-11
5.99743e+06 -1.37277e-11 3.40426e-11
5.99842e+06 -5.71276e-12 3.40341e-11
5.99941e+06 2.66382e-11 3.40257e-11
6.0004e+06 5.54934e-12 3.40173e-11
6.00139e+06 3.7744e-11 3.40089e-11
6.00238e+06 3.5925e-11 3.40005e-11
6.00337e+06 9.77707e-12 3.3992e-11
6.00436e+06 3.70619e-11 3.39836e-11
6.00535e+06 -1.00329e-11 3.39752e-11
6.00634e+06 1.20721e-11 3.39668e-11
6.00733e+06 5.37099e-11 3.39584e-11
6.00832e+06 4.67111e-11 3.395e-11
6.00931e+06 5.73124e-11 3.39417e-11
6.0103e+06 -8.12861e-12 3.39333e-11
6.01129e+06 3.32605e-11 3.39249e-11
6.01228e+06 4.55458e-11 3.39165e-11
6.01327e+06 5.722e-11 3.39081e-11
6.01426e+06 4.01812e-11 3.38998e-11
6.01525e+06 4.74465e-11 3.38914e-11
6.01624e+06 3.04077e-11 3.3883e-11
6.01723e+06 5.9984e-11 3.38747e-11
6.01822e+06 8.75389e-12 3.38663e-11
6.01921e+06 3.52145e-11 3.3858e-11
6.0202e+06 6.16751e-11 3.38496e-11
6.02119e+06 5.70708e-11 3.38413e-11
6.02218e+06 -3.95062e-12 3.38329e-11
6.02317e+06 4.18083e-11 3.38246e-11
6.02416e+06 9.89075e-12 3.38162e-11
6.02515e+06 3.13634e-11 3.38079e-11
6.02614e+06 5.21823e-11 3.37996e-11
6.02713e+06 1.5298e-11 3.37912e-11
6.02812e+06 5.6076e-11 3.37829e-11
6.02911e+06 4.3471e-11 3.37746e-11
6.0301e+06 4.37126e-11 3.37663e-11
6.03109e+06 -3.0127e-12 3.3758e-11
6.03208e+06 5.70068e-11 3.37497e-11
6.03307e+06 1.02816e-11 3.37413e-11
6.03406e+06 3.96554e-11 3.3733e-11
6.03505e+06 1.22569e-11 3.37247e-11
6.03604e+06 1.39622e-11 3.37164e-11
6.03703e+06 1.56675e-11 3.37082e-11
6.03802e+06 4.65548e-11 3.36999e-11
6.03901e+06 4.81819e-11 3.36916e-11
6.04e+06 4.01101e-11 3.36833e-11
6.04099e+06 3.68878e-11 3.3675e-11
6.04198e+06 6.24709e-11 3.36667e-11
6.04297e+06 4.94538e-11 3.36585e-11
6.04396e+06 3.64366e-11 3.36502e-11
6.04495e+06 5.25233e-11 3.36419e-11
6.04594e+06 3.91083e-11 3.36337e-11
6.04693e+06 -3.04112e-12 3.36254e-11
6.04792e+06 6.14904e-11 3.36171e-11
6.04891e+06 1.44738e-11 3.36089e-11
6.0499e+06 7.67386e-12 3.36006e-11
6.05089e+06 6.24425e-11 3.35924e-11
6.05188e+06 1.54188e-11 3.35842e-11
6.05287e+06 4.59579e-11 3.35759e-11
6.05386e+06 5.22675e-11 3.35677e-11
6.05485e+06 4.24052e-11 3.35595e-11
6.05584e+06 9.86233e-12 3.35512e-11
6.05683e+06 3.55271e-11 3.3543e-11
6.05782e+06 3.69695e-11 3.35348e-11
6.05881e+06 4.80682e-11 3.35266e-11
6.0598e+06 3.97904e-11 3.35183e-11
6.06079e+06 3.15126e-11 3.35101e-11
6.06178e+06 4.74465e-11 3.35019e-11
6.06277e+06 4.73293e-11 3.34937e-11
6.06376e+06 5.84208e-11 3.34855e-11
6.06475e+06 1.62039e-11 3.34773e-11
6.06574e+06 3.21947e-11 3.34691e-11
6.06673e+06 5.83142e-11 3.34609e-11
6.06772e+06 1.12763e-11 3.34527e-11
6.06871e+06 1.75397e-11 3.34446e-11
6.0697e+06 5.2907e-11 3.34364e-11
6.07069e+06 1.42109e-11 3.34282e-11
6.07168e+06 3.99041e-11 3.342e-11
6.07267e+06 3.64935e-11 3.34118e-11
6.07366e+06 3.79998e-11 3.34037e-11
6.07465e+06 -3.12639e-12 3.33955e-11
6.07564e+06 4.19504e-11 3.33873e-11
6.07663e+06 3.86677e-11 3.33792e-11
6.07762e+06 3.0461e-11 3.3371e-11
6.07861e+06 -8.41283e-12 3.33629e-11
6.0796e+06 7.70228e-12 3.33547e-11
6.08059e+06 -5.28644e-12 3.33466e-11
6.08158e+06 3.50013e-11 3.33384e-11
6.08257e+06 5.4122e-11 3.33303e-11
6.08356e+06 3.64579e-11 3.33222e-11
6.08455e+06 3.8014e-11 3.3314e-11
6.08554e+06 4.94538e-11 3.33059e-11
6.08653e+06 3.17897e-11 3.32978e-11
6.08752e+06 5.21752e-11 3.32897e-11
6.08851e+06 5.39231e-11 3.32815e-11
6.0895e+06 2.65672e-11 3.32734e-11
6.09049e+06 5.7419e-11 3.32653e-11
6.09148e+06 5.11662e-11 3.32572e-11
6.09247e+06 -5.07328e-12 3.32491e-11
6.09346e+06 2.10427e-11 3.3241e-11
6.09445e+06 -1.10489e-11 3.32329e-11
6.09544e+06 4.34426e-11 3.32248e-11
6.09643e+06 3.57332e-11 3.32167e-11
6.09742e+06 2.80238e-11 3.32086e-11
6.09841e+06 2.03144e-11 3.32005e-11
6.0994e+06 5.37739e-11 3.31924e-11
6.10039e+06 1.23919e-11 3.31844e-11
6.10138e+06 4.83737e-11 3.31763e-11
6.10237e+06 6.02256e-11 3.31682e-11
6.10336e+06 4.87574e-11 3.31601e-11
6.10435e+06 -2.28795e-12 3.31521e-11
6.10534e+06 2.89972e-11 3.3144e-11
6.10633e+06 6.02824e-11 3.3136e-11
6.10732e+06 4.65832e-11 3.31279e-11
6.10831e+06 -4.14957e-12 3.31198e-11
6.1093e+06 5.1557e-11 3.31118e-11
6.11029e+06 4.90559e-11 3.31038e-11
6.11128e+06 -1.00471e-11 3.30957e-11
6.11227e+06 -1.22213e-11 3.30877e-11
6.11326e+06 3.38218e-11 3.30796e-11
6.11425e+06 3.16476e-11 3.30716e-11
6.11524e+06 5.3582e-11 3.30636e-11
6.11623e+06 5.4996e-11 3.30555e-11
6.11722e+06 3.8348e-11 3.30475e-11
6.11821e+06 3.17115e-11 3.30395e-11
6.1192e+06 1.50635e-11 3.30315e-11
6.12019e+06 4.0707e-11 3.30235e-11
6.12118e+06 5.35394e-11 3.30155e-11
6.12217e+06 6.13589e-11 3.30074e-11
6.12316e+06 4.00746e-11 3.29994e-11
6.12415e+06 -8.51941e-12 3.29914e-11
6.12514e+06 2.37819e-11 3.29834e-11
6.12613e+06 2.69793e-11 3.29754e-11
6.12712e+06 5.92806e-11 3.29675e-11
6.12811e+06 3.49019e-11 3.29595e-11
6.1291e+06 3.37081e-11 3.29515e-11
6.13009e+06 3.41061e-12 3.29435e-11
6.13108e+06 5.53939e-11 3.29355e-11
6.13207e+06 3.84404e-11 3.29275e-11
6.13306e+06 5.67297e-11 3.29196e-11
6.13405e+06 -2.21689e-12 3.29116e-11
6.13504e+06 4.01386e-11 3.29036e-11
6.13603e+06 3.65219e-11 3.28957e-11
6.13702e+06 4.51905e-11 3.28877e-11
6.13801e+06 3.4845e-11 3.28798e-11
6.139e+06 4.35136e-11 3.28718e-11
6.13999e+06 -9.93339e-12 3.28639e-11
6.14098e+06 -7.81597e-13 3.28559e-11
6.14197e+06 3.24221e-11 3.2848e-11
6.14296e+06 3.65219e-11 3.284e-11
6.14395e+06 4.56737e-11 3.28321e-11
6.14494e+06 4.57305e-11 3.28241e-11
6.14593e+06 5.05977e-11 3.28162e-11
6.14692e+06 5.04023e-11 3.28083e-11
6.14791e+06 2.11031e-11 3.28004e-11
6.1489e+06 5.35607e-11 3.27924e-11
6.14989e+06 4.88356e-11 3.27845e-11
6.15088e+06 1.50067e-11 3.27766e-11
6.15187e+06 1.02816e-11 3.27687e-11
6.15286e+06 4.62848e-11 3.27608e-11
6.15385e+06 1.30171e-11 3.27529e-11
6.15484e+06 2.78035e-11 3.2745e-11
6.15583e+06 -1.05409e-11 3.27371e-11
6.15682e+06 3.41558e-11 3.27292e-11
6.15781e+06 4.44338e-11 3.27213e-11
6.1588e+06 5.47118e-11 3.27134e-11
6.15979e+06 1.18661e-11 3.27055e-11
6.16078e+06 5.26228e-11 3.26976e-11
6.16177e+06 5.36176e-11 3.26898e-11
6.16276e+06 5.46123e-11 3.26819e-11
6.16375e+06 3.15978e-11 3.2674e-11
6.16474e+06 7.9865e-12 3.26661e-11
